year;month;article_id;product_type_name;colour_group_name;size;predicted_sales
2026;1;63;Dress;Purple;50;0
2026;1;64;Coat;Pink;50;0
2026;1;65;Blouse;Purple;42;0
2026;1;66;Jacket;Yellow;54;0
2026;1;67;Dress;Red;44;0
2026;1;68;Dress;Yellow;50;0
2026;1;69;Jacket;Yellow;48;0
2026;1;70;Sweater;Green;44;0
2026;1;71;Dress;Green;40;0
2026;1;72;Blouse;Beige;50;0
2026;1;73;Blouse;Navy Blue;50;0
2026;1;74;Coat;Purple;44;0
2026;1;75;Dress;Beige;50;0
2026;1;76;Coat;Grey;46;0
2026;1;77;Trousers;Yellow;52;0
2026;1;78;Jeans;Blue;54;0
2026;1;79;Blouse;Yellow;42;0
2026;1;80;Coat;Red;44;0
2026;1;81;Skirt;Pink;46;0
2026;1;82;Skirt;Purple;48;0
2026;1;83;Dress;Yellow;46;0
2026;1;84;Jacket;Pink;54;0
2026;1;85;Shirt;Red;46;0
2026;1;86;Trousers;Red;54;0
2026;1;87;Blouse;Grey;48;0
2026;1;88;Jacket;Beige;48;0
2026;1;89;Dress;Black;42;0
2026;1;90;Skirt;Navy Blue;48;0
2026;1;91;Dress;Grey;48;0
2026;1;92;Skirt;Red;42;0
2026;1;93;Blouse;Beige;50;0
2026;1;94;Jacket;Blue;46;0
2026;1;95;Jacket;Black;50;0
2026;1;96;Jacket;Brown;48;0
2026;1;97;Shirt;Brown;44;0
2026;1;98;Dress;Blue;42;0
2026;1;99;Dress;Purple;46;0
2026;1;100;Trousers;Black;48;0
2026;1;101;Blouse;Yellow;40;0
2026;1;102;Dress;Purple;48;0
2026;1;103;Trousers;White;52;0
2026;1;104;Dress;Brown;42;0
2026;1;105;Trousers;Grey;42;0
2026;1;106;Jacket;Purple;54;0
2026;1;107;Shirt;Beige;42;0
2026;1;108;Jacket;Red;44;0
2026;1;109;Shirt;Grey;52;0
2026;1;110;Jacket;Grey;52;0
2026;1;111;Jeans;Black;50;0
2026;1;112;Shirt;Pink;44;0
2026;1;113;Blouse;Yellow;40;0
2026;1;114;Blouse;Grey;50;0
2026;1;115;Shirt;Green;44;0
2026;1;116;Jeans;Green;48;0
2026;1;117;Coat;Grey;50;0
2026;1;118;Coat;Brown;46;0
2026;1;119;Coat;Purple;54;0
2026;1;120;Jeans;Yellow;48;0
2026;1;121;Skirt;Navy Blue;40;0
2026;1;122;Trousers;White;48;0
2026;1;123;Jacket;Navy Blue;48;1
2026;1;124;Dress;Black;40;0
2026;1;125;Shirt;Yellow;44;0
2026;1;126;Skirt;Brown;44;0
2026;1;127;Coat;White;52;0
2026;1;128;Shirt;Beige;40;0
2026;1;129;Blouse;Beige;46;0
2026;1;130;Dress;Black;48;0
2026;1;131;Skirt;Green;50;0
2026;1;132;Jacket;Green;44;0
2026;1;133;Blouse;White;40;0
2026;1;134;Dress;Black;50;0
2026;1;135;Skirt;Grey;44;0
2026;1;136;Sweater;Navy Blue;48;0
2026;1;137;Sweater;Blue;42;0
2026;1;138;Trousers;Green;46;0
2026;1;139;Skirt;Beige;48;0
2026;1;140;Shirt;Red;50;0
2026;1;141;Trousers;Green;40;0
2026;1;142;Trousers;White;48;0
2026;1;143;Jacket;Black;40;0
2026;1;144;Trousers;Black;48;0
2026;1;145;Jeans;Purple;48;0
2026;1;146;Dress;Red;40;0
2026;1;147;Jacket;Pink;40;0
2026;1;148;Jacket;Pink;48;0
2026;1;149;Coat;Green;44;0
2026;1;150;Blouse;Beige;40;0
2026;1;151;Blouse;Blue;40;0
2026;1;152;Dress;White;42;0
2026;1;153;Trousers;Red;42;0
2026;1;154;Dress;Green;50;0
2026;1;155;Jeans;Grey;48;0
2026;1;156;Jacket;Purple;52;0
2026;1;157;Skirt;White;42;0
2026;1;158;Trousers;Purple;52;0
2026;1;159;Trousers;Pink;54;0
2026;1;160;Coat;Black;50;0
2026;1;161;Shirt;Black;40;0
2026;1;162;Shirt;White;48;0
2026;1;163;Trousers;Purple;54;0
2026;1;164;Blouse;Grey;44;0
2026;1;165;Skirt;Blue;46;0
2026;1;166;Sweater;Red;48;0
2026;1;167;Trousers;Red;48;0
2026;1;168;Jacket;Brown;50;0
2026;1;169;Jacket;Green;46;0
2026;1;170;Trousers;Brown;44;0
2026;1;171;Jeans;Beige;52;0
2026;1;172;Sweater;Black;46;0
2026;1;173;Dress;Red;46;0
2026;1;174;Sweater;Brown;52;0
2026;1;175;Sweater;Brown;44;0
2026;1;176;Sweater;Red;52;0
2026;1;177;Trousers;Red;52;0
2026;1;178;Jeans;Yellow;52;0
2026;1;179;Jeans;Pink;50;0
2026;1;180;Jeans;Blue;46;0
2026;1;181;Blouse;White;46;0
2026;1;182;Skirt;Navy Blue;40;0
2026;1;183;Blouse;Green;46;0
2026;1;184;Trousers;Purple;50;0
2026;1;185;Jacket;Green;48;0
2026;1;186;Skirt;Blue;44;0
2026;1;187;Sweater;Grey;44;0
2026;1;188;Sweater;Navy Blue;50;0
2026;1;189;Trousers;Purple;52;0
2026;1;190;Skirt;Navy Blue;44;0
2026;1;191;Jeans;Purple;42;0
2026;1;192;Blouse;Green;42;0
2026;1;193;Skirt;Blue;46;0
2026;1;194;Dress;Black;50;0
2026;1;195;Skirt;Purple;46;0
2026;1;196;Blouse;White;42;0
2026;1;197;Jacket;Yellow;48;0
2026;1;198;Sweater;Black;48;0
2026;1;199;Jeans;Purple;54;0
2026;1;200;Skirt;Black;50;0
2026;1;201;Trousers;Navy Blue;40;0
2026;1;202;Trousers;Red;54;0
2026;1;203;Skirt;Navy Blue;40;0
2026;1;204;Jacket;Red;48;0
2026;1;205;Jacket;Brown;46;0
2026;1;206;Jeans;Beige;54;1
2026;1;207;Sweater;Red;50;0
2026;1;208;Dress;Black;40;0
2026;1;209;Dress;White;48;0
2026;1;210;Sweater;Grey;50;0
2026;1;211;Skirt;Red;42;0
2026;1;212;Shirt;Black;50;0
2026;1;213;Coat;Pink;42;0
2026;1;214;Jacket;Black;46;0
2026;1;215;Skirt;Green;42;0
2026;1;216;Dress;Blue;46;0
2026;1;217;Sweater;Navy Blue;48;0
2026;1;218;Shirt;White;52;0
2026;1;219;Blouse;Blue;44;0
2026;1;220;Jacket;Brown;50;0
2026;1;221;Skirt;Brown;44;0
2026;1;222;Sweater;Beige;52;0
2026;1;223;Sweater;Yellow;46;0
2026;1;224;Shirt;Green;52;0
2026;1;225;Dress;Brown;50;0
2026;1;226;Blouse;Navy Blue;50;0
2026;1;227;Coat;Green;44;0
2026;1;228;Shirt;Beige;52;0
2026;1;229;Skirt;Navy Blue;48;0
2026;1;230;Jeans;Brown;40;0
2026;1;231;Jacket;Red;46;0
2026;1;232;Jeans;Pink;52;0
2026;1;233;Trousers;Purple;54;0
2026;1;234;Blouse;Beige;46;0
2026;1;235;Skirt;Black;48;0
2026;1;236;Skirt;White;40;0
2026;1;237;Coat;Beige;48;0
2026;1;238;Skirt;Navy Blue;40;0
2026;1;239;Coat;Navy Blue;52;0
2026;1;240;Dress;Navy Blue;42;0
2026;1;241;Dress;White;50;0
2026;1;242;Dress;Pink;46;0
2026;1;243;Dress;Grey;44;0
2026;1;244;Blouse;Yellow;46;0
2026;1;245;Trousers;Navy Blue;40;0
2026;1;246;Coat;Grey;54;0
2026;1;247;Sweater;Green;44;0
2026;1;248;Dress;Navy Blue;44;0
2026;1;249;Sweater;Navy Blue;44;0
2026;1;250;Shirt;Pink;50;0
2026;1;251;Coat;Grey;54;0
2026;1;252;Dress;Red;48;0
2026;1;253;Blouse;Yellow;42;0
2026;1;254;Dress;Blue;42;0
2026;1;255;Trousers;Grey;46;0
2026;1;256;Jacket;Beige;48;0
2026;1;257;Blouse;Pink;40;0
2026;1;258;Sweater;Grey;40;0
2026;1;259;Trousers;Beige;42;0
2026;1;260;Jeans;Pink;44;0
2026;1;261;Shirt;White;48;0
2026;1;262;Skirt;Green;46;0
2026;1;263;Jeans;Black;40;0
2026;1;264;Skirt;Grey;42;0
2026;1;265;Skirt;Beige;50;0
2026;1;266;Sweater;Beige;52;0
2026;1;267;Dress;Yellow;42;0
2026;1;268;Trousers;Purple;44;0
2026;1;269;Jacket;Brown;48;0
2026;1;270;Sweater;Blue;44;0
2026;1;271;Coat;Pink;54;0
2026;1;272;Sweater;Green;40;0
2026;1;273;Shirt;Red;46;0
2026;1;274;Dress;Purple;40;0
2026;1;275;Trousers;Beige;40;0
2026;1;276;Dress;Purple;42;0
2026;1;277;Jeans;Red;48;0
2026;1;278;Blouse;White;44;0
2026;1;279;Jacket;Purple;48;0
2026;1;280;Dress;Grey;46;0
2026;1;281;Sweater;Green;52;0
2026;1;282;Jacket;Pink;40;0
2026;1;283;Trousers;Purple;40;0
2026;1;284;Coat;Brown;52;0
2026;1;285;Coat;Green;42;0
2026;1;286;Blouse;White;48;0
2026;1;287;Trousers;Blue;44;0
2026;1;288;Trousers;Grey;50;0
2026;1;289;Sweater;Yellow;42;0
2026;1;290;Blouse;Navy Blue;46;0
2026;1;291;Coat;Black;50;0
2026;1;292;Skirt;White;48;0
2026;1;293;Trousers;Brown;50;0
2026;1;294;Coat;White;56;0
2026;1;295;Blouse;Blue;50;0
2026;1;296;Dress;Green;40;0
2026;1;297;Sweater;Beige;50;0
2026;1;298;Jeans;Blue;40;0
2026;1;299;Dress;Navy Blue;42;0
2026;1;300;Shirt;Green;40;0
2026;1;301;Jacket;Beige;40;0
2026;1;302;Jeans;Yellow;42;0
2026;1;303;Jacket;Purple;50;0
2026;1;304;Coat;Navy Blue;52;0
2026;1;305;Trousers;Blue;44;0
2026;1;306;Sweater;Pink;44;0
2026;1;307;Trousers;Beige;42;0
2026;1;308;Blouse;Green;50;0
2026;1;309;Coat;Red;44;0
2026;1;310;Dress;Brown;42;0
2026;1;311;Trousers;Navy Blue;54;0
2026;1;312;Blouse;Navy Blue;40;0
2026;1;313;Jeans;Green;44;0
2026;1;314;Jeans;Purple;48;0
2026;1;315;Jeans;White;42;0
2026;1;316;Jeans;Beige;44;0
2026;1;317;Trousers;Pink;44;0
2026;1;318;Jacket;White;48;0
2026;1;319;Jacket;White;48;0
2026;1;320;Blouse;Navy Blue;42;0
2026;1;321;Sweater;Black;44;0
2026;1;322;Sweater;Purple;40;0
2026;1;323;Jeans;Blue;44;0
2026;1;324;Skirt;Green;48;0
2026;1;325;Jeans;Grey;42;0
2026;1;326;Jacket;White;42;0
2026;1;327;Coat;Purple;42;0
2026;1;328;Dress;White;48;0
2026;1;329;Blouse;Red;42;0
2026;1;330;Jeans;Yellow;52;0
2026;1;331;Jacket;Blue;54;0
2026;1;332;Shirt;Purple;40;0
2026;1;333;Skirt;Pink;50;0
2026;1;334;Sweater;White;52;0
2026;1;335;Shirt;Blue;46;0
2026;1;336;Coat;Black;54;0
2026;1;337;Blouse;Grey;42;0
2026;1;338;Trousers;Black;48;0
2026;1;339;Jeans;Grey;48;0
2026;1;340;Shirt;Blue;44;0
2026;1;341;Blouse;Yellow;46;0
2026;1;342;Jacket;Green;46;0
2026;1;343;Skirt;Green;44;0
2026;1;344;Dress;Pink;42;0
2026;1;345;Blouse;Beige;46;0
2026;1;346;Trousers;Purple;46;0
2026;1;347;Jeans;Green;52;0
2026;1;348;Trousers;Red;54;0
2026;1;349;Jacket;Brown;46;0
2026;1;350;Jeans;Grey;50;0
2026;1;351;Shirt;Pink;40;0
2026;1;352;Skirt;Green;44;0
2026;1;353;Dress;White;42;0
2026;1;354;Skirt;Beige;46;0
2026;1;355;Skirt;Purple;44;0
2026;1;356;Sweater;Yellow;50;0
2026;1;357;Skirt;Blue;42;0
2026;1;358;Sweater;Yellow;42;0
2026;1;359;Dress;Black;46;0
2026;1;360;Skirt;Pink;42;0
2026;1;361;Trousers;Brown;46;0
2026;1;362;Dress;Red;50;0
2026;1;363;Jeans;Grey;54;0
2026;1;364;Jeans;Navy Blue;42;0
2026;1;365;Shirt;Purple;52;0
2026;1;366;Shirt;Pink;50;0
2026;1;367;Blouse;Yellow;50;0
2026;1;368;Trousers;Grey;48;0
2026;1;369;Jeans;Brown;52;0
2026;1;370;Shirt;Grey;52;0
2026;1;371;Blouse;Pink;44;0
2026;1;372;Skirt;Navy Blue;44;0
2026;1;373;Blouse;Red;48;0
2026;1;374;Skirt;Black;46;0
2026;1;375;Dress;Brown;46;0
2026;1;376;Jacket;Yellow;46;0
2026;1;377;Sweater;Red;40;0
2026;1;378;Shirt;White;46;0
2026;1;379;Trousers;Blue;52;0
2026;1;380;Blouse;Pink;46;0
2026;1;381;Blouse;Navy Blue;40;0
2026;1;382;Blouse;Blue;50;0
2026;1;383;Coat;White;50;0
2026;1;384;Jacket;Beige;50;0
2026;1;385;Sweater;Blue;52;0
2026;1;386;Skirt;Beige;46;0
2026;1;387;Trousers;Green;40;0
2026;1;388;Sweater;Blue;52;0
2026;1;389;Blouse;Brown;42;0
2026;1;390;Jeans;Blue;44;0
2026;1;392;Jeans;Green;48;0
2026;1;393;Dress;Yellow;46;0
2026;1;394;Skirt;Blue;50;0
2026;1;395;Trousers;Green;42;0
2026;1;396;Dress;Pink;48;0
2026;1;397;Jacket;Red;46;0
2026;1;398;Shirt;Navy Blue;44;0
2026;1;399;Trousers;Beige;52;0
2026;1;400;Sweater;White;46;0
2026;1;401;Skirt;Blue;42;0
2026;1;402;Coat;Green;54;0
2026;1;403;Sweater;Pink;52;0
2026;1;404;Skirt;Black;42;0
2026;1;405;Trousers;Brown;52;0
2026;1;406;Sweater;Purple;40;0
2026;1;407;Shirt;Red;50;0
2026;1;408;Jacket;Beige;50;0
2026;1;409;Trousers;Pink;40;0
2026;1;410;Dress;Beige;48;0
2026;1;411;Jeans;White;50;0
2026;1;412;Shirt;Pink;42;0
2026;1;413;Jeans;Purple;54;0
2026;1;414;Skirt;Green;40;0
2026;1;415;Coat;Red;50;0
2026;1;416;Jeans;Black;46;0
2026;1;417;Skirt;Red;50;0
2026;1;418;Trousers;Red;42;0
2026;1;419;Sweater;Pink;48;0
2026;1;420;Jeans;White;48;0
2026;1;421;Shirt;Grey;50;0
2026;1;422;Trousers;Purple;48;0
2026;1;423;Coat;Green;54;0
2026;1;424;Jeans;Red;46;0
2026;1;425;Jacket;Red;50;0
2026;1;426;Shirt;Blue;44;0
2026;1;427;Blouse;Brown;50;0
2026;1;428;Trousers;Blue;40;0
2026;1;429;Coat;Brown;50;0
2026;1;430;Coat;Black;50;0
2026;1;431;Sweater;Blue;52;0
2026;1;432;Skirt;Navy Blue;42;0
2026;1;433;Coat;Green;48;0
2026;1;434;Jeans;Brown;42;0
2026;1;435;Jeans;Navy Blue;54;1
2026;1;436;Dress;Green;42;0
2026;1;437;Sweater;Yellow;42;0
2026;1;438;Jeans;Blue;40;0
2026;1;439;Coat;Black;48;0
2026;1;440;Trousers;Green;50;0
2026;1;442;Jeans;Beige;40;0
2026;1;443;Trousers;Grey;42;0
2026;1;444;Blouse;Grey;40;0
2026;1;445;Coat;Red;44;0
2026;1;446;Skirt;Grey;50;0
2026;1;447;Shirt;Black;44;0
2026;1;448;Jeans;Purple;40;0
2026;1;449;Coat;Black;44;0
2026;1;450;Jacket;Green;50;0
2026;1;451;Sweater;Pink;48;0
2026;1;452;Blouse;White;46;0
2026;1;453;Trousers;Red;52;0
2026;1;454;Shirt;Yellow;46;0
2026;1;455;Jacket;Beige;54;0
2026;1;456;Jeans;Yellow;54;0
2026;1;457;Sweater;Grey;44;0
2026;1;458;Sweater;Blue;46;0
2026;1;459;Dress;Green;50;0
2026;1;460;Skirt;Grey;40;0
2026;1;461;Jacket;Pink;42;0
2026;1;462;Shirt;White;42;0
2026;1;463;Jeans;Purple;40;0
2026;1;464;Dress;Blue;42;0
2026;1;466;Skirt;Blue;46;0
2026;1;467;Dress;White;44;0
2026;1;468;Sweater;Pink;52;0
2026;1;469;Shirt;Green;42;0
2026;1;470;Trousers;Blue;54;0
2026;1;471;Jeans;Pink;46;0
2026;1;472;Dress;Pink;48;0
2026;1;473;Shirt;Beige;40;0
2026;1;474;Jacket;Green;46;0
2026;1;475;Jeans;Yellow;54;0
2026;1;476;Shirt;Yellow;50;0
2026;1;477;Trousers;Red;44;0
2026;1;478;Jacket;Brown;42;0
2026;1;479;Trousers;Navy Blue;40;0
2026;1;480;Coat;Red;42;0
2026;1;481;Blouse;Yellow;46;0
2026;1;482;Shirt;Black;52;0
2026;1;483;Shirt;Blue;50;0
2026;1;484;Coat;Green;54;0
2026;1;485;Blouse;Yellow;50;0
2026;1;486;Coat;Pink;52;0
2026;1;487;Coat;Purple;52;0
2026;1;488;Skirt;Brown;42;0
2026;1;489;Sweater;Black;48;0
2026;1;490;Trousers;Green;48;0
2026;1;491;Shirt;Black;44;0
2026;1;492;Jacket;Grey;42;0
2026;1;493;Shirt;Yellow;44;0
2026;1;494;Jeans;Pink;48;0
2026;1;495;Dress;Black;40;0
2026;1;496;Jeans;Yellow;48;0
2026;1;497;Dress;Brown;46;0
2026;1;498;Sweater;Purple;42;0
2026;1;499;Sweater;Navy Blue;52;0
2026;1;500;Dress;Navy Blue;44;0
2026;1;501;Jacket;Black;48;0
2026;1;502;Sweater;Beige;44;0
2026;1;503;Dress;Navy Blue;40;0
2026;1;504;Jacket;Navy Blue;52;0
2026;1;505;Shirt;Red;44;0
2026;1;506;Blouse;Green;50;0
2026;1;507;Skirt;Brown;46;0
2026;1;508;Dress;Navy Blue;40;0
2026;1;509;Trousers;Red;46;0
2026;1;510;Shirt;Beige;42;0
2026;1;511;Coat;White;50;0
2026;1;512;Shirt;Navy Blue;50;0
2026;1;513;Jacket;Yellow;44;0
2026;1;514;Dress;Grey;40;0
2026;1;515;Sweater;Yellow;40;0
2026;1;516;Trousers;Blue;46;0
2026;1;517;Blouse;Navy Blue;44;0
2026;1;518;Coat;Yellow;54;0
2026;1;519;Trousers;Green;54;0
2026;1;520;Sweater;Grey;44;0
2026;1;521;Skirt;Beige;46;0
2026;1;522;Trousers;Green;46;0
2026;1;523;Trousers;Red;54;0
2026;1;524;Skirt;Black;44;0
2026;1;525;Skirt;Grey;40;0
2026;1;526;Jacket;Brown;54;0
2026;1;527;Sweater;Green;40;0
2026;1;528;Shirt;Brown;44;0
2026;1;529;Jeans;Grey;44;0
2026;1;530;Trousers;Beige;46;0
2026;1;531;Skirt;Brown;46;0
2026;1;532;Dress;Beige;48;0
2026;1;533;Jeans;Red;52;0
2026;1;534;Skirt;Green;46;0
2026;1;535;Shirt;Navy Blue;44;0
2026;1;536;Jacket;Pink;52;0
2026;1;537;Jacket;Blue;40;0
2026;1;538;Shirt;Grey;48;0
2026;1;539;Blouse;Brown;46;0
2026;1;540;Shirt;Navy Blue;50;0
2026;1;541;Trousers;Yellow;44;0
2026;1;542;Dress;Red;48;0
2026;1;543;Skirt;Blue;44;0
2026;1;544;Shirt;Black;40;0
2026;1;545;Trousers;Black;46;0
2026;1;546;Jeans;Black;50;0
2026;1;547;Shirt;Purple;50;0
2026;1;548;Coat;Green;48;0
2026;1;549;Trousers;Purple;50;0
2026;1;550;Skirt;Black;48;0
2026;1;551;Blouse;Brown;50;0
2026;1;552;Blouse;Green;40;0
2026;1;553;Jacket;Green;50;0
2026;1;554;Shirt;Grey;44;0
2026;1;555;Dress;Blue;40;0
2026;1;556;Skirt;Yellow;40;0
2026;1;557;Shirt;Blue;50;0
2026;1;558;Sweater;Pink;52;0
2026;1;559;Blouse;Navy Blue;50;0
2026;1;560;Jeans;Yellow;48;0
2026;1;561;Shirt;Blue;42;0
2026;1;562;Jeans;White;44;0
2026;1;563;Coat;White;56;0
2026;1;564;Shirt;Grey;42;0
2026;1;565;Sweater;Beige;42;0
2026;1;566;Jacket;Red;42;0
2026;1;567;Jacket;Red;40;0
2026;1;568;Jacket;Beige;40;0
2026;1;569;Dress;Blue;42;0
2026;1;570;Jeans;Grey;40;0
2026;1;571;Sweater;White;42;0
2026;1;572;Jeans;Black;42;0
2026;1;573;Skirt;White;42;0
2026;1;574;Jacket;Pink;40;0
2026;1;575;Trousers;Red;52;0
2026;1;576;Skirt;Navy Blue;46;0
2026;1;577;Blouse;Black;48;0
2026;1;578;Shirt;Blue;46;0
2026;1;579;Skirt;Navy Blue;50;0
2026;1;580;Shirt;Purple;40;0
2026;1;581;Sweater;Brown;52;0
2026;1;582;Trousers;Red;46;0
2026;1;583;Dress;Red;46;0
2026;1;584;Coat;White;46;0
2026;1;585;Jacket;Navy Blue;42;0
2026;1;586;Sweater;Yellow;46;0
2026;1;587;Jacket;Grey;52;0
2026;1;588;Sweater;Yellow;50;0
2026;1;589;Trousers;Red;44;0
2026;1;590;Trousers;Pink;46;0
2026;1;591;Dress;Navy Blue;46;0
2026;1;592;Jacket;Pink;50;0
2026;1;593;Blouse;Yellow;50;0
2026;1;594;Coat;Grey;50;0
2026;1;595;Trousers;Pink;52;0
2026;1;596;Coat;Green;46;0
2026;1;597;Dress;Blue;42;0
2026;1;598;Jacket;Yellow;40;0
2026;1;599;Shirt;Pink;46;0
2026;1;600;Jeans;Yellow;40;0
2026;1;601;Jacket;Pink;46;0
2026;1;602;Jacket;Brown;40;0
2026;1;603;Jacket;White;44;0
2026;1;604;Trousers;Beige;54;0
2026;1;605;Skirt;Yellow;50;0
2026;1;606;Blouse;White;44;0
2026;1;607;Sweater;Grey;40;0
2026;1;608;Shirt;Navy Blue;52;0
2026;1;609;Blouse;Beige;50;0
2026;1;610;Jacket;Green;50;0
2026;1;611;Shirt;Yellow;52;0
2026;1;612;Jeans;White;40;0
2026;1;613;Skirt;Grey;44;0
2026;1;614;Trousers;Pink;46;0
2026;1;615;Jacket;Red;50;0
2026;1;616;Shirt;Navy Blue;50;0
2026;1;617;Skirt;Beige;50;0
2026;1;618;Blouse;Red;46;0
2026;1;619;Shirt;Beige;46;0
2026;1;620;Coat;Red;48;0
2026;1;621;Sweater;Blue;40;0
2026;1;622;Jeans;Navy Blue;40;0
2026;1;623;Jacket;Purple;50;0
2026;1;624;Jeans;Blue;54;0
2026;1;625;Trousers;Pink;54;0
2026;1;626;Coat;Black;52;0
2026;1;627;Blouse;White;48;0
2026;1;628;Jacket;Green;46;0
2026;1;629;Dress;Beige;40;0
2026;1;630;Shirt;White;40;0
2026;1;631;Sweater;Navy Blue;50;0
2026;1;632;Jeans;Blue;50;0
2026;1;633;Sweater;Pink;40;0
2026;1;634;Blouse;Grey;46;0
2026;1;635;Shirt;Red;46;0
2026;1;636;Trousers;Purple;40;0
2026;1;637;Dress;Pink;50;0
2026;1;638;Jeans;Yellow;42;0
2026;1;639;Sweater;Brown;40;0
2026;1;640;Dress;Red;48;0
2026;1;641;Shirt;Pink;50;0
2026;1;642;Dress;Purple;46;0
2026;1;643;Dress;Green;40;0
2026;1;644;Skirt;Beige;48;0
2026;1;645;Dress;Navy Blue;44;0
2026;1;646;Coat;Grey;56;0
2026;1;647;Blouse;Black;46;0
2026;1;648;Blouse;Navy Blue;48;0
2026;1;649;Dress;Grey;42;0
2026;1;650;Jacket;Purple;52;0
2026;1;651;Coat;Blue;44;0
2026;1;652;Trousers;Black;46;0
2026;1;653;Trousers;Yellow;46;0
2026;1;654;Dress;Brown;40;0
2026;1;655;Coat;Beige;44;0
2026;1;656;Blouse;Brown;42;0
2026;1;657;Blouse;Beige;46;0
2026;1;658;Blouse;Purple;42;0
2026;1;659;Skirt;Navy Blue;40;0
2026;1;660;Jeans;Red;40;0
2026;1;661;Coat;Brown;50;0
2026;1;662;Dress;Beige;40;0
2026;1;663;Skirt;Pink;42;0
2026;1;664;Shirt;Grey;48;0
2026;1;665;Skirt;Yellow;42;0
2026;1;666;Blouse;Yellow;40;0
2026;1;667;Coat;Brown;42;0
2026;1;668;Skirt;Black;42;0
2026;1;669;Sweater;Grey;48;0
2026;1;670;Sweater;Blue;48;0
2026;1;671;Trousers;Purple;52;0
2026;1;672;Dress;Green;42;0
2026;1;673;Shirt;Pink;52;0
2026;1;674;Shirt;White;50;0
2026;1;675;Sweater;Red;48;0
2026;1;676;Shirt;Pink;44;0
2026;1;677;Blouse;Purple;48;0
2026;1;678;Jacket;Green;46;0
2026;1;679;Jacket;Pink;42;0
2026;1;680;Jeans;Purple;50;0
2026;1;681;Shirt;Pink;48;0
2026;1;682;Jacket;White;50;0
2026;1;683;Jacket;Red;42;0
2026;1;684;Trousers;Red;40;0
2026;1;685;Jacket;Yellow;46;0
2026;1;686;Coat;Black;54;0
2026;1;687;Sweater;White;46;0
2026;1;688;Blouse;Red;42;0
2026;1;689;Sweater;Navy Blue;44;0
2026;1;690;Jacket;Navy Blue;48;0
2026;1;691;Dress;Pink;44;0
2026;1;692;Jacket;Pink;52;0
2026;1;693;Skirt;Purple;46;0
2026;1;694;Jacket;Blue;50;0
2026;1;695;Skirt;Red;46;0
2026;1;696;Shirt;Grey;46;0
2026;1;697;Skirt;Navy Blue;44;0
2026;1;698;Jeans;Black;48;0
2026;1;699;Trousers;Blue;48;0
2026;1;700;Blouse;Beige;46;0
2026;1;701;Dress;Black;44;0
2026;1;702;Skirt;Green;50;0
2026;1;703;Coat;Pink;52;0
2026;1;704;Blouse;Brown;50;0
2026;1;705;Jacket;White;54;0
2026;1;706;Blouse;Beige;44;0
2026;1;707;Blouse;Brown;50;0
2026;1;708;Coat;Blue;50;0
2026;1;709;Dress;Navy Blue;48;0
