article_id;sku;product_type_name;colour_group_name;season;size;price;cost;margin;margin_percent
35;RYD11526;Dress;Beige;Winter;48;3805,0;2067,0;1738,0;45,7
36;SFQ24980;Jeans;Pink;Winter;44;4919,0;2854,0;2065,0;42,0
37;LHA76275;Jeans;Black;Autumn;42;7530,0;3206,0;4324,0;57,4
38;LAB89585;Sweater;Pink;Winter;40;14172,0;6421,0;7751,0;54,7
39;DDI87882;Shirt;Black;Summer;46;5773,0;3371,0;2402,0;41,6
40;GCU84619;Coat;Black;Spring;42;7710,0;4543,0;3167,0;41,1
41;WZV80739;Sweater;Black;Summer;42;1035,0;514,0;521,0;50,3
42;UWV27188;Skirt;Black;Spring;44;979,0;465,0;514,0;52,5
43;FVL37201;Trousers;Brown;Winter;50;8199,0;3743,0;4456,0;54,3
44;IWZ26395;Coat;Purple;Winter;46;10246,0;5120,0;5126,0;50,0
45;YCZ19214;Dress;Navy Blue;Spring;46;11059,0;6491,0;4568,0;41,3
46;SIP53527;Trousers;Purple;Autumn;54;9686,0;4165,0;5521,0;57,0
47;AYN77630;Dress;Purple;Summer;48;2685,0;1299,0;1386,0;51,6
48;RII87334;Blouse;Purple;Winter;44;9068,0;5280,0;3788,0;41,8
49;KHD49696;Blouse;Blue;Winter;46;12238,0;5750,0;6488,0;53,0
50;HOA24564;Jeans;Grey;Summer;54;10519,0;5823,0;4696,0;44,6
51;LFM97105;Dress;Beige;Spring;42;10298,0;4921,0;5377,0;52,2
52;QIV76210;Coat;Brown;Autumn;54;8351,0;4685,0;3666,0;43,9
53;GMW04616;Jeans;Black;Summer;40;7991,0;4764,0;3227,0;40,4
54;MGR07714;Jacket;Purple;Autumn;40;13556,0;6474,0;7082,0;52,2
55;EYN02848;Jeans;Red;Winter;54;5564,0;3166,0;2398,0;43,1
56;RZP98675;Skirt;Navy Blue;Winter;44;11808,0;7057,0;4751,0;40,2
57;VOX74226;Dress;Pink;Winter;46;2844,0;1697,0;1147,0;40,3
58;TNQ20223;Blouse;Beige;Autumn;40;5898,0;2871,0;3027,0;51,3
59;ODG67045;Trousers;White;Summer;50;2832,0;1408,0;1424,0;50,3
60;KFK95687;Blouse;Beige;Winter;40;9953,0;4585,0;5368,0;53,9
61;JAJ78947;Shirt;Green;Winter;46;3940,0;1823,0;2117,0;53,7
62;OPF24036;Sweater;Grey;Autumn;40;9920,0;4945,0;4975,0;50,2
63;KEM16035;Dress;Purple;Autumn;50;8367,0;3682,0;4685,0;56,0
64;AQD40323;Coat;Pink;Summer;50;4132,0;2240,0;1892,0;45,8
65;TJT82005;Blouse;Purple;Autumn;42;13435,0;6815,0;6620,0;49,3
66;ZJQ76791;Jacket;Yellow;Autumn;54;7788,0;4514,0;3274,0;42,0
67;ADD65267;Dress;Red;Winter;44;3331,0;1872,0;1459,0;43,8
68;EPT18910;Dress;Yellow;Winter;50;1132,0;526,0;606,0;53,5
69;IRY37066;Jacket;Yellow;Spring;48;13311,0;6671,0;6640,0;49,9
70;CUW61973;Sweater;Green;Autumn;44;5296,0;2913,0;2383,0;45,0
71;LJN38819;Dress;Green;Winter;40;1593,0;699,0;894,0;56,1
72;QVS47928;Blouse;Beige;Summer;50;2958,0;1202,0;1756,0;59,4
73;NML72880;Blouse;Navy Blue;Summer;50;8766,0;5001,0;3765,0;43,0
74;WGM63081;Coat;Purple;Summer;44;2531,0;1082,0;1449,0;57,3
75;FUI87209;Dress;Beige;Autumn;50;12806,0;7400,0;5406,0;42,2
76;CSM76647;Coat;Grey;Summer;46;4757,0;2772,0;1985,0;41,7
77;CFR35454;Trousers;Yellow;Summer;52;13073,0;6434,0;6639,0;50,8
78;TIS22111;Jeans;Blue;Spring;54;9604,0;5391,0;4213,0;43,9
79;NTE24795;Blouse;Yellow;Summer;42;5401,0;2553,0;2848,0;52,7
80;HCF21052;Coat;Red;Spring;44;10244,0;5856,0;4388,0;42,8
81;ZOS18485;Skirt;Pink;Spring;46;9067,0;5122,0;3945,0;43,5
82;MLE09484;Skirt;Purple;Winter;48;4897,0;2036,0;2861,0;58,4
83;BQB15391;Dress;Yellow;Winter;46;12504,0;6459,0;6045,0;48,3
84;TPU25448;Jacket;Pink;Spring;54;7130,0;3765,0;3365,0;47,2
85;ZHQ67922;Shirt;Red;Autumn;46;6465,0;2587,0;3878,0;60,0
86;REE00452;Trousers;Red;Spring;54;7986,0;4760,0;3226,0;40,4
87;GSS46976;Blouse;Grey;Summer;48;6865,0;3304,0;3561,0;51,9
88;RYL56980;Jacket;Beige;Winter;48;1673,0;842,0;831,0;49,7
89;EHT52166;Dress;Black;Autumn;42;3013,0;1323,0;1690,0;56,1
90;YNM00432;Skirt;Navy Blue;Spring;48;10862,0;5672,0;5190,0;47,8
91;CZV59962;Dress;Grey;Winter;48;14346,0;8064,0;6282,0;43,8
92;BTM69156;Skirt;Red;Winter;42;11086,0;5733,0;5353,0;48,3
93;MCJ36836;Blouse;Beige;Spring;50;11489,0;6406,0;5083,0;44,2
94;HYV54339;Jacket;Blue;Spring;46;1865,0;1019,0;846,0;45,4
95;KNZ65413;Jacket;Black;Summer;50;7365,0;3296,0;4069,0;55,2
96;TQT25946;Jacket;Brown;Summer;48;6278,0;3058,0;3220,0;51,3
97;DZP21550;Shirt;Brown;Summer;44;1157,0;497,0;660,0;57,0
98;ZXL18475;Dress;Blue;Winter;42;8321,0;3398,0;4923,0;59,2
99;HVZ25395;Dress;Purple;Winter;46;13074,0;5395,0;7679,0;58,7
100;WWH74958;Trousers;Black;Spring;48;8814,0;5187,0;3627,0;41,2
101;HHP94153;Blouse;Yellow;Autumn;40;12399,0;7401,0;4998,0;40,3
102;OOL31652;Dress;Purple;Winter;48;9947,0;4168,0;5779,0;58,1
103;UBT78368;Trousers;White;Autumn;52;1065,0;497,0;568,0;53,3
104;ZMA55884;Dress;Brown;Summer;42;10008,0;4232,0;5776,0;57,7
105;NLS46149;Trousers;Grey;Winter;42;4280,0;2426,0;1854,0;43,3
106;ISQ88833;Jacket;Purple;Spring;54;5551,0;2771,0;2780,0;50,1
107;STW00699;Shirt;Beige;Winter;42;6560,0;3439,0;3121,0;47,6
108;TLC68469;Jacket;Red;Spring;44;11384,0;5783,0;5601,0;49,2
109;BUH31557;Shirt;Grey;Winter;52;5894,0;3195,0;2699,0;45,8
110;ECW62914;Jacket;Grey;Spring;52;3960,0;1837,0;2123,0;53,6
111;GGA89614;Jeans;Black;Spring;50;3954,0;1690,0;2264,0;57,3
112;IPQ42813;Shirt;Pink;Spring;44;12484,0;5038,0;7446,0;59,6
113;MGO59296;Blouse;Yellow;Spring;40;6143,0;3005,0;3138,0;51,1
114;HOR70649;Blouse;Grey;Winter;50;1824,0;1061,0;763,0;41,8
115;HUP36667;Shirt;Green;Spring;44;8815,0;4064,0;4751,0;53,9
116;RVQ96345;Jeans;Green;Winter;48;8529,0;3746,0;4783,0;56,1
117;TCH71159;Coat;Grey;Spring;50;11829,0;6922,0;4907,0;41,5
118;NXV28487;Coat;Brown;Spring;46;14941,0;6292,0;8649,0;57,9
119;ICZ19879;Coat;Purple;Summer;54;8416,0;3454,0;4962,0;59,0
120;ZUJ70546;Jeans;Yellow;Spring;48;11542,0;6647,0;4895,0;42,4
121;RPV91208;Skirt;Navy Blue;Summer;40;1720,0;929,0;791,0;46,0
122;OXF08934;Trousers;White;Spring;48;13433,0;6507,0;6926,0;51,6
123;DYH40814;Jacket;Navy Blue;Winter;48;3882,0;2137,0;1745,0;45,0
124;RTY47140;Dress;Black;Autumn;40;13265,0;7273,0;5992,0;45,2
125;MKY03498;Shirt;Yellow;Autumn;44;5578,0;2276,0;3302,0;59,2
126;CRO93311;Skirt;Brown;Summer;44;10724,0;5740,0;4984,0;46,5
127;WLR65072;Coat;White;Winter;52;6800,0;3592,0;3208,0;47,2
128;DOB72283;Shirt;Beige;Autumn;40;2223,0;1318,0;905,0;40,7
129;DXA81121;Blouse;Beige;Autumn;46;8959,0;5316,0;3643,0;40,7
130;RAA72310;Dress;Black;Summer;48;1702,0;809,0;893,0;52,5
131;TNT47515;Skirt;Green;Winter;50;12131,0;6283,0;5848,0;48,2
132;YBU85490;Jacket;Green;Winter;44;14898,0;6380,0;8518,0;57,2
133;MKR49006;Blouse;White;Autumn;40;14555,0;6015,0;8540,0;58,7
134;BHQ53954;Dress;Black;Spring;50;10588,0;5152,0;5436,0;51,3
135;PCS86772;Skirt;Grey;Spring;44;6071,0;3266,0;2805,0;46,2
136;LFI44046;Sweater;Navy Blue;Winter;48;6221,0;3195,0;3026,0;48,6
137;JDX08007;Sweater;Blue;Summer;42;2960,0;1438,0;1522,0;51,4
138;VOP53136;Trousers;Green;Spring;46;4356,0;2455,0;1901,0;43,6
139;TWS96352;Skirt;Beige;Spring;48;969,0;542,0;427,0;44,1
140;RFC83758;Shirt;Red;Spring;50;9240,0;5049,0;4191,0;45,4
141;VZV66098;Trousers;Green;Autumn;40;6541,0;2717,0;3824,0;58,5
142;GES33085;Trousers;White;Autumn;48;1700,0;951,0;749,0;44,1
143;KDQ07243;Jacket;Black;Summer;40;882,0;515,0;367,0;41,6
144;JSU50016;Trousers;Black;Autumn;48;14816,0;6103,0;8713,0;58,8
145;RHR44271;Jeans;Purple;Spring;48;14564,0;6996,0;7568,0;52,0
146;LHR46035;Dress;Red;Autumn;40;7296,0;4361,0;2935,0;40,2
147;AHF12307;Jacket;Pink;Winter;40;1317,0;685,0;632,0;48,0
148;EJS58808;Jacket;Pink;Autumn;48;14996,0;7539,0;7457,0;49,7
149;BAX85574;Coat;Green;Summer;44;11650,0;5073,0;6577,0;56,5
150;CAI86890;Blouse;Beige;Summer;40;4087,0;2097,0;1990,0;48,7
151;VGP53333;Blouse;Blue;Summer;40;4484,0;2187,0;2297,0;51,2
152;ENC59378;Dress;White;Winter;42;11476,0;4883,0;6593,0;57,5
153;VGD16761;Trousers;Red;Autumn;42;7405,0;3650,0;3755,0;50,7
154;UMT74956;Dress;Green;Summer;50;8503,0;3681,0;4822,0;56,7
155;QWQ10432;Jeans;Grey;Autumn;48;9054,0;4945,0;4109,0;45,4
156;BNI40808;Jacket;Purple;Autumn;52;9771,0;5811,0;3960,0;40,5
157;WPN45784;Skirt;White;Summer;42;9450,0;4668,0;4782,0;50,6
158;VQI41018;Trousers;Purple;Autumn;52;9731,0;5123,0;4608,0;47,4
159;ISN12445;Trousers;Pink;Spring;54;5550,0;2698,0;2852,0;51,4
160;EJH43576;Coat;Black;Spring;50;8092,0;3461,0;4631,0;57,2
161;BCR27698;Shirt;Black;Summer;40;7161,0;4254,0;2907,0;40,6
162;IPD39635;Shirt;White;Summer;48;7157,0;3048,0;4109,0;57,4
163;YIJ78687;Trousers;Purple;Autumn;54;5267,0;2224,0;3043,0;57,8
164;RNQ43312;Blouse;Grey;Autumn;44;8290,0;4077,0;4213,0;50,8
165;YMF10817;Skirt;Blue;Winter;46;10616,0;5645,0;4971,0;46,8
166;VWA37131;Sweater;Red;Autumn;48;6469,0;3047,0;3422,0;52,9
167;VUV14462;Trousers;Red;Autumn;48;9228,0;4047,0;5181,0;56,1
168;LHT45384;Jacket;Brown;Spring;50;5504,0;3103,0;2401,0;43,6
169;VJY94235;Jacket;Green;Spring;46;8456,0;3996,0;4460,0;52,7
170;ZVU12685;Trousers;Brown;Spring;44;2367,0;1039,0;1328,0;56,1
171;CVW27291;Jeans;Beige;Summer;52;1838,0;869,0;969,0;52,7
172;LYF43005;Sweater;Black;Summer;46;13167,0;5832,0;7335,0;55,7
173;GZJ09867;Dress;Red;Spring;46;1725,0;869,0;856,0;49,6
174;DHV61740;Sweater;Brown;Winter;52;7526,0;4016,0;3510,0;46,6
175;CGV57512;Sweater;Brown;Summer;44;10947,0;6129,0;4818,0;44,0
176;HBK74195;Sweater;Red;Autumn;52;2430,0;1083,0;1347,0;55,4
177;ANG14624;Trousers;Red;Autumn;52;6987,0;3028,0;3959,0;56,7
178;RCZ05595;Jeans;Yellow;Summer;52;11192,0;4521,0;6671,0;59,6
179;KMQ92073;Jeans;Pink;Summer;50;12690,0;5655,0;7035,0;55,4
180;TQU73058;Jeans;Blue;Spring;46;13413,0;5429,0;7984,0;59,5
181;EUM66807;Blouse;White;Autumn;46;9908,0;4648,0;5260,0;53,1
182;LHB10959;Skirt;Navy Blue;Winter;40;9009,0;3866,0;5143,0;57,1
183;OGT13783;Blouse;Green;Summer;46;5992,0;3092,0;2900,0;48,4
184;DJX78394;Trousers;Purple;Spring;50;4043,0;1927,0;2116,0;52,3
185;MYN87068;Jacket;Green;Summer;48;14039,0;5878,0;8161,0;58,1
186;OIC63646;Skirt;Blue;Summer;44;5798,0;2783,0;3015,0;52,0
187;JBW39299;Sweater;Grey;Autumn;44;13503,0;5967,0;7536,0;55,8
188;BQJ86916;Sweater;Navy Blue;Autumn;50;10606,0;5685,0;4921,0;46,4
189;UAB73356;Trousers;Purple;Winter;52;8852,0;4186,0;4666,0;52,7
190;RYJ75536;Skirt;Navy Blue;Summer;44;14638,0;6286,0;8352,0;57,1
191;GCT43522;Jeans;Purple;Winter;42;10918,0;5131,0;5787,0;53,0
192;LZH94184;Blouse;Green;Summer;42;12659,0;5632,0;7027,0;55,5
193;XLC68330;Skirt;Blue;Spring;46;10809,0;6044,0;4765,0;44,1
194;OXW79675;Dress;Black;Summer;50;8183,0;4883,0;3300,0;40,3
195;DFD70538;Skirt;Purple;Autumn;46;8928,0;3617,0;5311,0;59,5
196;OPC39757;Blouse;White;Winter;42;1251,0;673,0;578,0;46,2
197;VBZ64638;Jacket;Yellow;Summer;48;1419,0;643,0;776,0;54,7
198;UQE94901;Sweater;Black;Autumn;48;12243,0;5060,0;7183,0;58,7
199;DEI73988;Jeans;Purple;Autumn;54;11523,0;4642,0;6881,0;59,7
200;GQO13551;Skirt;Black;Spring;50;6472,0;3729,0;2743,0;42,4
201;YER76858;Trousers;Navy Blue;Autumn;40;2302,0;1084,0;1218,0;52,9
202;ABQ56746;Trousers;Red;Spring;54;3128,0;1873,0;1255,0;40,1
203;MQH94862;Skirt;Navy Blue;Autumn;40;1197,0;585,0;612,0;51,1
204;BBL42637;Jacket;Red;Spring;48;3424,0;1498,0;1926,0;56,2
205;TWZ13534;Jacket;Brown;Summer;46;3918,0;2176,0;1742,0;44,5
206;GGC23628;Jeans;Beige;Summer;54;13219,0;7737,0;5482,0;41,5
207;EIP37454;Sweater;Red;Spring;50;6867,0;3867,0;3000,0;43,7
208;IAY59230;Dress;Black;Spring;40;11340,0;6226,0;5114,0;45,1
209;MWR45848;Dress;White;Summer;48;6176,0;2884,0;3292,0;53,3
210;STJ45150;Sweater;Grey;Autumn;50;3821,0;1578,0;2243,0;58,7
211;NTH96193;Skirt;Red;Winter;42;5326,0;2345,0;2981,0;56,0
212;UIY71550;Shirt;Black;Winter;50;12013,0;5879,0;6134,0;51,1
213;DIM46536;Coat;Pink;Spring;42;8811,0;5209,0;3602,0;40,9
214;EZT23857;Jacket;Black;Summer;46;11789,0;6420,0;5369,0;45,5
215;HVJ69577;Skirt;Green;Autumn;42;10854,0;6140,0;4714,0;43,4
216;RAM97757;Dress;Blue;Spring;46;1992,0;907,0;1085,0;54,5
217;PEQ68160;Sweater;Navy Blue;Spring;48;7783,0;4178,0;3605,0;46,3
218;YCA31647;Shirt;White;Autumn;52;10973,0;6282,0;4691,0;42,8
219;XWT01236;Blouse;Blue;Summer;44;10562,0;5238,0;5324,0;50,4
220;NIE93377;Jacket;Brown;Winter;50;12489,0;6069,0;6420,0;51,4
221;QSP12529;Skirt;Brown;Summer;44;6312,0;3433,0;2879,0;45,6
222;HHF73397;Sweater;Beige;Spring;52;7835,0;4011,0;3824,0;48,8
223;HDR39898;Sweater;Yellow;Winter;46;13146,0;7870,0;5276,0;40,1
224;HHS34242;Shirt;Green;Winter;52;11956,0;5799,0;6157,0;51,5
225;OYS16526;Dress;Brown;Spring;50;8856,0;3854,0;5002,0;56,5
226;NQB47170;Blouse;Navy Blue;Spring;50;11178,0;5526,0;5652,0;50,6
227;OYK98419;Coat;Green;Spring;44;2281,0;1020,0;1261,0;55,3
228;IQX05579;Shirt;Beige;Spring;52;2308,0;1182,0;1126,0;48,8
229;XEW19934;Skirt;Navy Blue;Autumn;48;8023,0;3411,0;4612,0;57,5
230;YZY80519;Jeans;Brown;Winter;40;11292,0;6662,0;4630,0;41,0
231;HZO49841;Jacket;Red;Autumn;46;9254,0;5293,0;3961,0;42,8
232;CEL21775;Jeans;Pink;Summer;52;13021,0;5614,0;7407,0;56,9
233;TEW88506;Trousers;Purple;Spring;54;7472,0;3246,0;4226,0;56,6
234;EDI22279;Blouse;Beige;Autumn;46;4099,0;2060,0;2039,0;49,7
235;HSA66013;Skirt;Black;Spring;48;991,0;550,0;441,0;44,5
236;KNX73192;Skirt;White;Spring;40;3691,0;1638,0;2053,0;55,6
237;PFD17645;Coat;Beige;Spring;48;14645,0;6037,0;8608,0;58,8
238;MNR22780;Skirt;Navy Blue;Spring;40;12979,0;6608,0;6371,0;49,1
239;LSC50555;Coat;Navy Blue;Autumn;52;6688,0;3600,0;3088,0;46,2
240;DIN12505;Dress;Navy Blue;Autumn;42;1030,0;462,0;568,0;55,1
241;VLN40487;Dress;White;Summer;50;11745,0;6436,0;5309,0;45,2
242;KVT50309;Dress;Pink;Autumn;46;6311,0;3724,0;2587,0;41,0
243;YBY04779;Dress;Grey;Autumn;44;5348,0;2286,0;3062,0;57,3
244;QKZ38936;Blouse;Yellow;Spring;46;9838,0;4941,0;4897,0;49,8
245;ROQ31557;Trousers;Navy Blue;Spring;40;13071,0;5377,0;7694,0;58,9
246;FAA26558;Coat;Grey;Autumn;54;4181,0;1845,0;2336,0;55,9
247;GJH97184;Sweater;Green;Autumn;44;2010,0;840,0;1170,0;58,2
248;TWA21057;Dress;Navy Blue;Summer;44;8572,0;4121,0;4451,0;51,9
249;BTK22805;Sweater;Navy Blue;Summer;44;10973,0;6191,0;4782,0;43,6
250;HVT35633;Shirt;Pink;Spring;50;14194,0;7316,0;6878,0;48,5
251;DRF30989;Coat;Grey;Summer;54;13497,0;6000,0;7497,0;55,5
252;QLM99673;Dress;Red;Winter;48;3514,0;1434,0;2080,0;59,2
253;KDJ74837;Blouse;Yellow;Summer;42;8954,0;4573,0;4381,0;48,9
254;UXO95122;Dress;Blue;Autumn;42;12353,0;5269,0;7084,0;57,3
255;QXW07126;Trousers;Grey;Winter;46;5764,0;2701,0;3063,0;53,1
256;PWE77548;Jacket;Beige;Summer;48;5505,0;2764,0;2741,0;49,8
257;IYA99194;Blouse;Pink;Winter;40;14253,0;8277,0;5976,0;41,9
258;GPF95735;Sweater;Grey;Winter;40;14788,0;6157,0;8631,0;58,4
259;JGN40948;Trousers;Beige;Winter;42;826,0;441,0;385,0;46,6
260;XJK52129;Jeans;Pink;Summer;44;4239,0;1708,0;2531,0;59,7
261;PKD33846;Shirt;White;Autumn;48;2418,0;1272,0;1146,0;47,4
262;RGV96417;Skirt;Green;Summer;46;13757,0;7020,0;6737,0;49,0
263;ESM95600;Jeans;Black;Spring;40;4474,0;2516,0;1958,0;43,8
264;WYR74827;Skirt;Grey;Spring;42;12531,0;6345,0;6186,0;49,4
265;ANJ66644;Skirt;Beige;Autumn;50;2485,0;1169,0;1316,0;53,0
266;AOA52908;Sweater;Beige;Spring;52;4136,0;1855,0;2281,0;55,1
267;RUX10115;Dress;Yellow;Summer;42;6572,0;2741,0;3831,0;58,3
268;VGK34592;Trousers;Purple;Spring;44;2911,0;1476,0;1435,0;49,3
269;RWQ87035;Jacket;Brown;Spring;48;9246,0;5341,0;3905,0;42,2
270;BAE44758;Sweater;Blue;Spring;44;6839,0;3440,0;3399,0;49,7
271;CNB28840;Coat;Pink;Summer;54;9351,0;5123,0;4228,0;45,2
272;BYX50939;Sweater;Green;Winter;40;14084,0;6474,0;7610,0;54,0
273;PTS30128;Shirt;Red;Autumn;46;8328,0;4078,0;4250,0;51,0
274;KXI71975;Dress;Purple;Summer;40;7697,0;3578,0;4119,0;53,5
275;ZBL83793;Trousers;Beige;Winter;40;2046,0;863,0;1183,0;57,8
276;UAH94394;Dress;Purple;Winter;42;7685,0;3715,0;3970,0;51,7
277;RRC67701;Jeans;Red;Summer;48;4073,0;2252,0;1821,0;44,7
278;SQT31033;Blouse;White;Winter;44;4446,0;2130,0;2316,0;52,1
279;HDE45403;Jacket;Purple;Spring;48;1828,0;969,0;859,0;47,0
280;CPI32309;Dress;Grey;Spring;46;14278,0;7878,0;6400,0;44,8
281;XZO13134;Sweater;Green;Spring;52;11497,0;5341,0;6156,0;53,5
282;BLK40226;Jacket;Pink;Winter;40;10538,0;5896,0;4642,0;44,1
283;PFC39368;Trousers;Purple;Summer;40;7597,0;3554,0;4043,0;53,2
284;IIV89139;Coat;Brown;Spring;52;14991,0;6764,0;8227,0;54,9
285;FIZ92645;Coat;Green;Autumn;42;992,0;441,0;551,0;55,5
286;GJV31555;Blouse;White;Autumn;48;13904,0;6117,0;7787,0;56,0
287;ROY47426;Trousers;Blue;Autumn;44;11303,0;6188,0;5115,0;45,3
288;VUK46267;Trousers;Grey;Spring;50;8075,0;4663,0;3412,0;42,3
289;UBZ44596;Sweater;Yellow;Spring;42;3835,0;1711,0;2124,0;55,4
290;OUJ85607;Blouse;Navy Blue;Summer;46;10596,0;4419,0;6177,0;58,3
291;RJQ09637;Coat;Black;Winter;50;5072,0;2347,0;2725,0;53,7
292;ZLA25555;Skirt;White;Spring;48;5122,0;2723,0;2399,0;46,8
293;LKU55301;Trousers;Brown;Summer;50;854,0;405,0;449,0;52,6
294;KZD91342;Coat;White;Winter;56;3189,0;1626,0;1563,0;49,0
295;MML63381;Blouse;Blue;Spring;50;1515,0;832,0;683,0;45,1
296;WQR19211;Dress;Green;Winter;40;6328,0;3048,0;3280,0;51,8
297;OYG41640;Sweater;Beige;Summer;50;4439,0;2663,0;1776,0;40,0
298;PFP37278;Jeans;Blue;Spring;40;5377,0;2471,0;2906,0;54,0
299;BCW13428;Dress;Navy Blue;Summer;42;2102,0;1252,0;850,0;40,4
300;NQP65386;Shirt;Green;Spring;40;10876,0;4792,0;6084,0;55,9
301;VSH60113;Jacket;Beige;Autumn;40;14822,0;6258,0;8564,0;57,8
302;ESN41316;Jeans;Yellow;Autumn;42;10355,0;5697,0;4658,0;45,0
303;SQZ54134;Jacket;Purple;Winter;50;11902,0;6433,0;5469,0;46,0
304;BJA18954;Coat;Navy Blue;Autumn;52;13247,0;7448,0;5799,0;43,8
305;RKV40072;Trousers;Blue;Winter;44;2922,0;1370,0;1552,0;53,1
306;HNE47751;Sweater;Pink;Spring;44;14170,0;8306,0;5864,0;41,4
307;CUV38075;Trousers;Beige;Spring;42;6069,0;2573,0;3496,0;57,6
308;ZCV72943;Blouse;Green;Spring;50;12480,0;5068,0;7412,0;59,4
309;VLZ72853;Coat;Red;Winter;44;13315,0;6126,0;7189,0;54,0
310;SQE12203;Dress;Brown;Autumn;42;3021,0;1690,0;1331,0;44,1
311;HOI72289;Trousers;Navy Blue;Autumn;54;10592,0;5662,0;4930,0;46,5
312;RCZ79981;Blouse;Navy Blue;Spring;40;3754,0;1829,0;1925,0;51,3
313;WGS87645;Jeans;Green;Summer;44;13476,0;6081,0;7395,0;54,9
314;GKL68052;Jeans;Purple;Winter;48;6172,0;2542,0;3630,0;58,8
315;YJY30777;Jeans;White;Winter;42;1143,0;534,0;609,0;53,3
316;LRJ05242;Jeans;Beige;Spring;44;5271,0;2593,0;2678,0;50,8
317;GVI55436;Trousers;Pink;Winter;44;6423,0;3452,0;2971,0;46,3
318;BCU41840;Jacket;White;Summer;48;1207,0;639,0;568,0;47,1
319;YFR16192;Jacket;White;Winter;48;14876,0;8769,0;6107,0;41,1
320;RGJ91336;Blouse;Navy Blue;Winter;42;12458,0;5233,0;7225,0;58,0
321;GRS04126;Sweater;Black;Summer;44;8703,0;4067,0;4636,0;53,3
322;ASV94103;Sweater;Purple;Autumn;40;4057,0;2014,0;2043,0;50,4
323;SCI81771;Jeans;Blue;Autumn;44;13986,0;7470,0;6516,0;46,6
324;ZDN06476;Skirt;Green;Autumn;48;3244,0;1619,0;1625,0;50,1
325;DKR80175;Jeans;Grey;Summer;42;924,0;538,0;386,0;41,8
326;JZI12056;Jacket;White;Winter;42;11281,0;5886,0;5395,0;47,8
327;PUR86355;Coat;Purple;Spring;42;3300,0;1346,0;1954,0;59,2
328;THB89414;Dress;White;Winter;48;2180,0;922,0;1258,0;57,7
329;PNZ99185;Blouse;Red;Summer;42;2363,0;1301,0;1062,0;44,9
330;JRT97002;Jeans;Yellow;Winter;52;14463,0;7856,0;6607,0;45,7
331;BBU56547;Jacket;Blue;Winter;54;1986,0;855,0;1131,0;56,9
332;CNQ23528;Shirt;Purple;Winter;40;1484,0;611,0;873,0;58,8
333;NKQ86067;Skirt;Pink;Spring;50;10774,0;5557,0;5217,0;48,4
