article_id;revenue;total_margin;sales_count;return_rate;product_type_name;colour_group_name;size;price;cost;current_stock;stock_value;return_rate_pct;margin_pct;turnover;revenue_cumsum;revenue_cumsum_pct;abc;cv;xyz;abc_xyz
680;413504,0;218904,0;28;0,5;Jeans;Purple;50;14768,0;6950,0;64;444800,0;50,0;52,938786565547126;0,4307692307692308;11889468,0;1,5276485642773363;A;66,72848092813055;Z;AZ
598;409220,0;184380,0;28;0,5;Jacket;Yellow;40;14615,0;8030,0;45;361350,0;50,0;45,05644885391721;0,6086956521739131;12298688,0;1,5802282377727;A;52,75349613399973;Y;AY
3761;407044,0;193546,0;29;0,5517241379310345;Coat;Purple;54;14036,0;7362,0;105;773010,0;55,172413793103445;47,5491593046452;0,27358490566037735;12705732,0;1,632528322368386;A;79,80627284077855;Z;AZ
1403;405780,0;168240,0;30;0,43333333333333335;Skirt;White;44;13526,0;7918,0;78;617604,0;43,333333333333336;41,46089013751294;0,379746835443038;13111512,0;1,6846659987061716;A;43,48458452036872;Y;AY
2084;405768,0;169795,0;29;0,6206896551724138;Dress;Blue;48;13992,0;8137,0;99;805563,0;62,06896551724138;41,8453401943968;0,29;13517280,0;1,7368021331934074;A;57,06018078217031;Y;AY
3988;403419,0;219530,0;29;0,3793103448275862;Jeans;Beige;50;13911,0;6341,0;106;672146,0;37,93103448275862;54,41736755085903;0,27102803738317754;13920699,0;1,7886364504355414;A;48,18621322267511;Y;AY
2964;401772,0;175840,0;28;0,32142857142857145;Trousers;Grey;48;14349,0;8069,0;95;766555,0;32,142857142857146;43,76611610565197;0,2916666666666667;14322471,0;1,84025914868973;A;80,35173141952218;Z;AZ
784;400876,0;200060,0;28;0,5;Jacket;White;54;14317,0;7172,0;97;695684,0;50,0;49,90570650275895;0,2857142857142857;14723347,0;1,8917667221028753;A;52,75349613399973;Y;AY
2808;399272,0;167127,0;29;0,5862068965517241;Skirt;Green;48;13768,0;8005,0;108;864540,0;58,620689655172406;41,85793143521209;0,26605504587155965;15122619,0;1,943068201492545;A;44,83964149451718;Y;AY
1796;398972,0;164136,0;28;0,8214285714285714;Dress;Red;42;14249,0;8387,0;49;410963,0;82,14285714285714;41,13972910379676;0,56;15521591,0;1,994331134618473;A;33,36424046406527;Y;AY
3603;398748,0;185864,0;28;0,4642857142857143;Blouse;Brown;42;14241,0;7603,0;84;638652,0;46,42857142857143;46,6118952320764;0,32941176470588235;15920339,0;2,04556528653414;A;82,40359521670287;Z;AZ
2217;398547,0;188732,0;29;0,4482758620689655;Skirt;Purple;42;13743,0;7235,0;77;557095,0;44,827586206896555;47,35501709961435;0,3717948717948718;16318886,0;2,0967736124530996;A;59,725889916168185;Y;AY
4043;398169,0;237330,0;27;0,6296296296296297;Blouse;Brown;48;14747,0;5957,0;62;369334,0;62,96296296296296;59,60534345968671;0,42857142857142855;16717055,0;2,1479333700797434;A;50,58579404262188;Y;AY
551;395920,0;232764,0;28;0,5357142857142857;Blouse;Brown;50;14140,0;5827,0;72;419544,0;53,57142857142857;58,79066478076379;0,3835616438356164;17112975,0;2,1988041592158667;A;52,75349613399975;Y;AY
1045;395264,0;200512,0;32;0,28125;Sweater;Brown;40;12352,0;6086,0;51;310386,0;28,125;50,72862694300518;0,6153846153846154;17508239,0;2,24959066052194;A;36,92744729379982;Y;AY
4553;392094,0;174123,0;27;0,4074074074074074;Skirt;Purple;40;14522,0;8073,0;95;766935,0;40,74074074074074;44,408483679933894;0,28125;17900333,0;2,2999698563078033;A;60,302268915552716;Z;AZ
1750;391068,0;164349,0;27;0,5925925925925926;Blouse;Green;46;14484,0;8397,0;127;1066419,0;59,25925925925925;42,02568351284175;0,2109375;18291401,0;2,3502172238716685;A;57,24697905173639;Y;AY
1398;391020,0;206164,0;28;0,5357142857142857;Sweater;Red;50;13965,0;6602,0;52;343304,0;53,57142857142857;52,72466881489438;0,5283018867924528;18682421,0;2,400458424033334;A;73,85489458759963;Z;AZ
2022;390628,0;219156,0;28;0,7857142857142857;Dress;Black;40;13951,0;6124,0;65;398060,0;78,57142857142857;56,103505125080645;0,42424242424242425;19073049,0;2,450649257077044;A;52,75349613399973;Y;AY
1841;389499,0;159687,0;33;0,3939393939393939;Skirt;Black;50;11803,0;6964,0;78;543192,0;39,39393939393939;40,998051342878924;0,4177215189873418;19462548,0;2,5006950276815365;A;46,83843740596613;Y;AY
1131;388716,0;159384,0;29;0,7931034482758621;Dress;Yellow;40;13404,0;7908,0;99;782892,0;79,3103448275862;41,002685765443154;0,29;19851264,0;2,5506401925376623;A;64,7287982048702;Z;AZ
4688;387556,0;171535,0;29;0,5862068965517241;Trousers;Green;44;13364,0;7449,0;87;648063,0;58,620689655172406;44,260700389105054;0,32954545454545453;20238820,0;2,600436311840651;A;64,7287982048702;Z;AZ
3640;386613,0;211329,0;27;0,48148148148148145;Sweater;Black;52;14319,0;6492,0;61;396012,0;48,148148148148145;54,66163838256861;0,43548387096774194;20625433,0;2,6501112673879432;A;54,019159422710864;Y;AY
5000;385560,0;204795,0;27;0,5185185185185185;Shirt;Grey;48;14280,0;6695,0;114;763230,0;51,85185185185185;53,11624649859944;0,23478260869565218;21010993,0;2,6996509255495003;A;65,98983018610537;Z;AZ
1294;384930,0;178854,0;26;0,2692307692307692;Jeans;Navy Blue;50;14805,0;7926,0;53;420078,0;26,923076923076923;46,46403242147923;0,48148148148148145;21395923,0;2,7491096365571988;A;55,08075151752509;Y;AY
1943;384104,0;189448,0;28;0,35714285714285715;Trousers;Black;52;13718,0;6952,0;110;764720,0;35,714285714285715;49,32205860912669;0,25225225225225223;21780027,0;2,798462216852059;A;86,3611951612795;Z;AZ
4733;383427,0;166104,0;27;0,5185185185185185;Jeans;Brown;54;14201,0;8049,0;54;434646,0;51,85185185185185;43,32089289486656;0,4909090909090909;22163454,0;2,8477278110784088;A;54,019159422710864;Y;AY
3710;383148,0;173101,0;29;0,3448275862068966;Shirt;Brown;48;13212,0;7243,0;84;608412,0;34,48275862068966;45,178625491976995;0,3411764705882353;22546602,0;2,896957557279478;A;67,09049867478322;Z;AZ
2415;382680,0;210240,0;30;0,5333333333333333;Blouse;Black;48;12756,0;5748,0;50;287400,0;53,333333333333336;54,93885230479775;0,5882352941176471;22929282,0;2,9461271713091093;A;49,726524840644885;Y;AY
172;381843,0;212715,0;29;0,4482758620689655;Sweater;Black;46;13167,0;5832,0;58;338256,0;44,827586206896555;55,70745044429255;0,4915254237288136;23311125,0;2,9951892412628993;A;57,06018078217031;Y;AY
1176;379564,0;166129,0;31;0,4838709677419355;Blouse;Purple;50;12244,0;6885,0;59;406215,0;48,38709677419355;43,768376347598824;0,5166666666666667;23690689,0;3,0439584880997943;A;72,80999930288714;Z;AZ
1149;379320,0;226080,0;30;0,8;Dress;Blue;50;12644,0;5108,0;96;490368,0;80,0;59,60139196456817;0,30927835051546393;24070009,0;3,092696383975512;A;43,48458452036872;Y;AY
4104;378976,0;195728,0;26;0,2692307692307692;Skirt;Blue;50;14576,0;7048,0;99;697752,0;26,923076923076923;51,64654226125137;0,26;24448985,0;3,141390080135472;A;78,30918981353521;Z;AZ
800;378972,0;226171,0;29;0,3448275862068966;Skirt;Beige;46;13068,0;5269,0;76;400444,0;34,48275862068966;59,68013468013468;0,37662337662337664;24827957,0;3,1900832623452486;A;89,02600553578826;Z;AZ
3838;377310,0;178260,0;30;0,43333333333333335;Sweater;Purple;48;12577,0;6635,0;116;769660,0;43,333333333333336;47,24497097877077;0,2564102564102564;25205267,0;3,238562898253894;A;73,36087637029823;Z;AZ
1941;376092,0;205437,0;31;0,41935483870967744;Shirt;Black;44;12132,0;5505,0;64;352320,0;41,935483870967744;54,624134520276954;0,47692307692307695;25581359,0;3,286886036331745;A;50,76279369876799;Y;AY
766;374088,0;210340,0;26;0,2692307692307692;Shirt;Beige;48;14388,0;6298,0;99;623502,0;26,923076923076923;56,22741173199889;0,26;25955447,0;3,334951685367798;A;67,69866467290042;Z;AZ
531;371113,0;156716,0;29;0,3793103448275862;Skirt;Brown;46;12797,0;7393,0;94;694942,0;37,93103448275862;42,22864733922013;0,30526315789473685;26326560,0;3,382635083955073;A;41,22227254740505;Y;AY
1702;371050,0;210525,0;25;0,44;Blouse;Blue;42;14842,0;6421,0;86;552206,0;44,0;56,73763643713785;0,28735632183908044;26697610,0;3,4303103878269625;A;75,08540591764941;Z;AZ
1252;370521,0;204903,0;27;0,7037037037037037;Jacket;Yellow;46;13723,0;6134,0;88;539792,0;70,37037037037037;55,30131895358158;0,30337078651685395;27068131,0;3,4779177217871196;A;71,2246568234513;Z;AZ
2389;369950,0;175100,0;25;0,6;Jeans;White;46;14798,0;7794,0;110;857340,0;60,0;47,330720367617246;0,22522522522522523;27438081,0;3,525451689358621;A;83,03339963259033;Z;AZ
3661;369576,0;220371,0;29;0,7931034482758621;Jeans;Yellow;50;12744,0;5145,0;101;519645,0;79,3103448275862;59,62806026365348;0,28431372549019607;27807657,0;3,57293760258799;A;48,18621322267511;Y;AY
2305;369564,0;210938,0;26;0,3076923076923077;Trousers;Yellow;44;14214,0;6101,0;60;366060,0;30,76923076923077;57,077529196566765;0,4262295081967213;28177221,0;3,6204219739668093;A;38,53140507400255;Y;AY
581;369550,0;181575,0;25;0,36;Sweater;Brown;52;14782,0;7519,0;82;616558,0;36,0;49,13408199161142;0,30120481927710846;28546771,0;3,667904546519987;A;77,82497846274853;Z;AZ
1441;369425,0;163825,0;25;0,52;Dress;Navy Blue;44;14777,0;8224,0;76;625024,0;52,0;44,345943019557424;0,3246753246753247;28916196,0;3,7153710581299397;A;103,27016642151436;Z;AZ
2226;368474,0;174812,0;29;0,4827586206896552;Coat;Blue;50;12706,0;6678,0;58;387324,0;48,275862068965516;47,442153313395245;0,4915254237288136;29284670,0;3,7627153780838287;A;69,37184376831405;Z;AZ
2489;368368,0;153790,0;26;0,6538461538461539;Blouse;White;40;14168,0;8253,0;91;751023,0;65,38461538461539;41,74901185770751;0,2826086956521739;29653038,0;3,8100460783578627;A;96,0768922830523;Z;AZ
2752;368325,0;154500,0;25;0,76;Dress;White;46;14733,0;8553,0;62;530286,0;76,0;41,94665037670536;0,3968253968253968;30021363,0;3,8573712536674263;A;52,01398413363991;Y;AY
1372;368284,0;201628,0;28;0,6071428571428571;Jacket;Brown;42;13153,0;5952,0;100;595200,0;60,71428571428571;54,74796624344256;0,27722772277227725;30389647,0;3,9046911609876127;A;42,20279690719979;Y;AY
2212;368145,0;153360,0;27;0,7777777777777778;Blouse;Purple;48;13635,0;7955,0;106;843230,0;77,77777777777779;41,65749908324165;0,2523364485981308;30757792,0;3,951993208538931;A;71,2246568234513;Z;AZ
4247;368125,0;179075,0;25;0,52;Trousers;Yellow;50;14725,0;7562,0;55;415910,0;52,0;48,645161290322584;0,44642857142857145;31125917,0;3,9992926863393334;A;55,89600733830312;Y;AY
3195;367380,0;164100,0;30;0,6333333333333333;Coat;Yellow;48;12246,0;6776,0;46;311696,0;63,33333333333333;44,6676465784746;0,6382978723404256;31493297,0;4,0464964409181094;A;62,66795614405123;Z;AZ
1223;366930,0;179523,0;27;0,5925925925925926;Jeans;Black;46;13590,0;6941,0;84;583044,0;59,25925925925925;48,92568064753495;0,3176470588235294;31860227,0;4,093642376101271;A;65,98983018610537;Z;AZ
3321;366860,0;204932,0;26;0,23076923076923078;Trousers;Beige;50;14110,0;6228,0;88;548064,0;23,076923076923077;55,86109142452161;0,29213483146067415;32227087,0;4,140779317156227;A;89,82680124940651;Z;AZ
1984;364962,0;149110,0;26;0,46153846153846156;Trousers;Red;54;14037,0;8302,0;28;232456,0;46,15384615384615;40,85630832799031;0,896551724137931;32592049,0;4,18767238884924;A;78,30918981353521;Z;AZ
1066;364959,0;182250,0;27;0,4074074074074074;Skirt;Black;50;13517,0;6767,0;57;385719,0;40,74074074074074;49,937116224014204;0,46551724137931033;32957008,0;4,234565075079616;A;60,302268915552716;Z;AZ
26;364750,0;151675,0;25;0,44;Jacket;Red;48;14590,0;8523,0;70;596610,0;44,0;41,583276216586704;0,352112676056338;33321758,0;4,2814309074129175;A;69,28203230275508;Z;AZ
187;364581,0;203472,0;27;0,25925925925925924;Sweater;Grey;44;13503,0;5967,0;101;602667,0;25,925925925925924;55,80982003999111;0,2647058823529412;33686339,0;4,328275025350979;A;85,01666833333661;Z;AZ
2298;363925,0;193575,0;25;0,56;Jacket;White;46;14557,0;6814,0;126;858564,0;56,00000000000001;53,19090471937899;0,1968503937007874;34050264,0;4,375034855458989;A;72,24201748919454;Z;AZ
133;363875,0;213500,0;25;0,44;Blouse;White;40;14555,0;6015,0;74;445110,0;44,0;58,673995190656136;0,3333333333333333;34414139,0;4,421788261189709;A;59,52539564986298;Y;AY
3534;363840,0;210810,0;30;0,5666666666666667;Shirt;Green;46;12128,0;5101,0;82;418282,0;56,666666666666664;57,940303430079155;0,3614457831325301;34777979,0;4,468537169856327;A;52,57029925382167;Y;AY
3944;363771,0;182790,0;27;0,5925925925925926;Jacket;Beige;42;13473,0;6703,0;53;355259,0;59,25925925925925;50,2486454390262;0,5;35141750,0;4,515277212882283;A;107,4132124287551;Z;AZ
2315;363515,0;174522,0;29;0,3793103448275862;Jacket;Purple;40;12535,0;6517,0;105;684285,0;37,93103448275862;48,009573195053854;0,27358490566037735;35505265,0;4,561984363096512;A;57,06018078217031;Y;AY
4318;363272,0;212968,0;28;0,39285714285714285;Jeans;Grey;40;12974,0;5368,0;68;365024,0;39,285714285714285;58,62494219207646;0,4057971014492754;35868537,0;4,60866029083711;A;33,364240464065276;Y;AY
1749;362900,0;170725,0;25;0,48;Sweater;White;52;14516,0;7687,0;89;684143,0;48,0;47,04464039680353;0,2777777777777778;36231437,0;4,655288421210669;A;38,062150132740435;Y;AY
4435;362250,0;167575,0;25;0,6;Jacket;Yellow;42;14490,0;7787,0;93;724191,0;60,0;46,259489302967566;0,26595744680851063;36593687,0;4,701833034679451;A;52,01398413363991;Y;AY
22;362206,0;207350,0;26;0,46153846153846156;Jacket;Brown;46;13931,0;5956,0;89;530084,0;46,15384615384615;57,24642882779413;0,28888888888888886;36955893,0;4,748371994696219;A;75,7959379291705;Z;AZ
1202;362010,0;159786,0;33;0,5151515151515151;Skirt;Navy Blue;50;10970,0;6128,0;76;465728,0;51,515151515151516;44,13855970829535;0,42857142857142855;37317903,0;4,794885771154008;A;80,7552628119412;Z;AZ
4097;361854,0;195048,0;27;0,2962962962962963;Skirt;Black;44;13402,0;6178,0;84;518952,0;29,629629629629626;53,90240262647366;0,3176470588235294;37679757,0;4,841379503554652;A;73,70277311900888;Z;AZ
3008;361584,0;206469,0;27;0,48148148148148145;Coat;White;52;13392,0;5745,0;59;338955,0;48,148148148148145;57,101254480286734;0,45;38041341,0;4,887838544317927;A;63,210051907725315;Z;AZ
3376;361270,0;161902,0;26;0,8461538461538461;Blouse;Grey;46;13895,0;7668,0;136;1042848,0;84,61538461538461;44,81468154012235;0,1897810218978102;38402611,0;4,934257239991818;A;55,08075151752509;Y;AY
3539;360557,0;163096,0;29;0,4827586206896552;Trousers;Black;44;12433,0;6809,0;115;783035,0;48,275862068965516;45,23445668784686;0,25;38763168,0;4,980584324045549;A;59,72588991616819;Y;AY
2199;360472,0;152936,0;28;0,6071428571428571;Blouse;Purple;40;12874,0;7412,0;120;889440,0;60,71428571428571;42,4265962404847;0,23140495867768596;39123640,0;5,026900486657886;A;42,20279690719979;Y;AY
4086;360022,0;214292,0;26;0,38461538461538464;Sweater;Grey;52;13847,0;5605,0;78;437190,0;38,46153846153847;59,52191810500469;0,3291139240506329;39483662,0;5,07315882987461;A;51,44496267901963;Y;AY
4141;359505,0;192078,0;27;0,25925925925925924;Skirt;Black;48;13315,0;6201,0;105;651105,0;25,925925925925924;53,428464138190016;0,25471698113207547;39843167,0;5,119350745030152;A;65,98983018610537;Z;AZ
741;359350,0;209200,0;25;0,48;Skirt;Yellow;40;14374,0;6006,0;113;678678,0;48,0;58,216223737303466;0,21929824561403508;40202517,0;5,165522744616093;A;80,47133877124428;Z;AZ
3821;359324,0;202608,0;28;0,5714285714285714;Blouse;Pink;46;12833,0;5597,0;28;156716,0;57,14285714285714;56,38588015273124;0,9655172413793104;40561841,0;5,211691403525844;A;55,82905262390825;Y;AY
3299;359232,0;204144,0;24;0,5833333333333334;Jacket;Yellow;42;14968,0;6462,0;129;833598,0;58,333333333333336;56,827899518973815;0,18461538461538463;40921073,0;5,257848241581379;A;76,87061147858074;Z;AZ
4936;358904,0;148876,0;26;0,5769230769230769;Jacket;Purple;42;13804,0;8078,0;110;888580,0;57,692307692307686;41,48073022312373;0,23423423423423423;41279977,0;5,30396293572189;A;64,77502756312957;Z;AZ
3825;358237,0;150162,0;29;0,4827586206896552;Skirt;Blue;44;12353,0;7175,0;81;581175,0;48,275862068965516;41,91694325265118;0,35365853658536583;41638214,0;5,349991928669348;A;64,7287982048702;Z;AZ
2626;358128,0;201636,0;27;0,48148148148148145;Coat;Beige;50;13264,0;5796,0;115;666540,0;48,148148148148145;56,30277442702051;0,23275862068965517;41996342,0;5,396006916474312;A;85,01666833333661;Z;AZ
50;357646,0;159664,0;34;0,47058823529411764;Jeans;Grey;54;10519,0;5823,0;100;582300,0;47,05882352941176;44,64302690369807;0,33663366336633666;42353988,0;5,441959973282197;A;47,19232400622504;Y;AY
2020;357432,0;144888,0;24;0,7916666666666666;Dress;Black;40;14893,0;8856,0;112;991872,0;79,16666666666666;40,535822198348214;0,21238938053097345;42711420,0;5,487885533755279;A;79,77240352174655;Z;AZ
2498;356323,0;186209,0;29;0,5172413793103449;Skirt;Red;42;12287,0;5866,0;22;129052,0;51,724137931034484;52,25848457719541;1,2608695652173914;43067743,0;5,533668601540061;A;83,61624588263548;Z;AZ
4548;355550,0;183196,0;26;0,46153846153846156;Jacket;Grey;54;13675,0;6629,0;66;437514,0;46,15384615384615;51,52468007312614;0,3880597014925373;43423293,0;5,579352348451933;A;87,64444774206042;Z;AZ
2211;353952,0;212136,0;24;0,5833333333333334;Jacket;Red;50;14748,0;5909,0;80;472720,0;58,333333333333336;59,9335503119067;0,2962962962962963;43777245,0;5,6248307722656055;A;87,90490729915325;Z;AZ
3396;353640,0;169992,0;24;0,3333333333333333;Jeans;Green;42;14735,0;7652,0;98;749896,0;33,33333333333333;48,06922293858161;0,24242424242424243;44130885,0;5,670269107964986;A;52,22329678670935;Y;AY
3720;353556,0;195216,0;28;0,6428571428571429;Jacket;Blue;44;12627,0;5655,0;80;452400,0;64,28571428571429;55,215015443098125;0,345679012345679;44484441,0;5,715696650710518;A;84,40559381439958;Z;AZ
4189;353548,0;148642,0;26;0,6923076923076923;Dress;White;48;13598,0;7881,0;70;551670,0;69,23076923076923;42,04294749227827;0,36619718309859156;44837989,0;5,761123165555683;A;70,50116453778217;Z;AZ
2096;353465,0;177590,0;35;0,6285714285714286;Sweater;Navy Blue;52;10099,0;5025,0;34;170850,0;62,857142857142854;50,24259827705714;1,0;45191454,0;5,806539015934548;A;49,48716593053935;Y;AY
2170;353450,0;149975,0;25;0,56;Trousers;Purple;52;14138,0;8139,0;72;586008,0;56,00000000000001;42,43174423539398;0,3424657534246575;45544904,0;5,851952939000224;A;80,47133877124428;Z;AZ
3601;353325,0;198700,0;25;0,68;Dress;Navy Blue;46;14133,0;6185,0;134;828790,0;68,0;56,23717540508031;0,18518518518518517;45898229,0;5,897350801122675;A;55,89600733830311;Y;AY
1816;353322,0;197640,0;27;0,48148148148148145;Coat;Purple;46;13086,0;5766,0;116;668856,0;48,148148148148145;55,93764328289775;0,23076923076923078;46251551,0;5,9427482777824885;A;93,08287703845069;Z;AZ
99;352998,0;207333,0;27;0,6666666666666666;Dress;Purple;46;13074,0;5395,0;87;469365,0;66,66666666666666;58,73489368211718;0,3068181818181818;46604549,0;5,98810412447746;A;60,302268915552716;Z;AZ
1462;352850,0;141200,0;25;0,44;Shirt;Yellow;46;14114,0;8466,0;113;956658,0;44,0;40,017004392801475;0,21929824561403508;46957399,0;6,033440955015652;A;62,9458641864723;Z;AZ
4677;352716,0;155454,0;26;0,46153846153846156;Coat;Purple;46;13566,0;7587,0;105;796635,0;46,15384615384615;44,07341884122069;0,24528301886792453;47310115,0;6,078760568222706;A;55,08075151752509;Y;AY
2004;352425,0;141000,0;25;0,76;Dress;Purple;40;14097,0;8457,0;90;761130,0;76,0;40,008512449457335;0,27472527472527475;47662540,0;6,124042791553929;A;43,21615859416896;Y;AY
1900;351500,0;203525,0;25;0,56;Sweater;Green;44;14060,0;5919,0;70;414330,0;56,00000000000001;57,90184921763869;0,352112676056338;48014040,0;6,169206163905281;A;55,89600733830311;Y;AY
2245;351243,0;154089,0;27;0,3333333333333333;Skirt;Blue;48;13009,0;7302,0;110;803220,0;33,33333333333333;43,86962871857945;0,24324324324324326;48365283,0;6,214336514957361;A;87,10327732246505;Z;AZ
2894;350544,0;163752,0;24;0,375;Skirt;Navy Blue;44;14606,0;7783,0;121;941743,0;37,5;46,71367930987266;0,19672131147540983;48715827,0;6,259377053214921;A;60,30226891555272;Z;AZ
3314;350433,0;192888,0;27;0,8148148148148148;Dress;Pink;48;12979,0;5835,0;107;624345,0;81,48148148148148;55,04276138377379;0,25;49066260,0;6,304403329354896;A;54,019159422710864;Y;AY
1199;350336,0;183372,0;28;0,5714285714285714;Jeans;Pink;42;12512,0;5963,0;55;327965,0;57,14285714285714;52,341751918158565;0,5;49416596,0;6,349417142202929;A;58,743807157915015;Y;AY
4929;350232,0;192000,0;24;0,20833333333333334;Shirt;Grey;52;14593,0;6593,0;47;309871,0;20,833333333333336;54,820804495305964;0,5;49766828,0;6,394417592346197;A;76,87061147858074;Z;AZ
1736;350038,0;198354,0;26;0,5384615384615384;Coat;Grey;44;13463,0;5834,0;58;338372,0;53,84615384615385;56,66641907450048;0,4406779661016949;50116866,0;6,439393115905577;A;58,49097529042374;Y;AY
3382;350012,0;199680,0;26;0,5;Trousers;Red;40;13462,0;5782,0;91;526162,0;50,0;57,04947258951122;0,2826086956521739;50466878,0;6,484365298788767;A;55,08075151752509;Y;AY
